,question_id,question_category,question_text,entity_pct_pos,entity_percentile,group_pct_pos,group_percentile,num_respondents,survey_name,survey_date,entity,work_setting,position,report_type,benchmark_date,group_entity_pct_pos_diff
171,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,,,46.0,score,20201201,PPMC,pac4-tsicu,nurse,summary,20200901,
172,q22,GME Questions,The curriculum is of high educational value.,66.0,,,,46.0,score,20201201,PPMC,pac4-tsicu,nurse,summary,20200901,
173,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,,,46.0,score,20201201,PPMC,pac4-tsicu,nurse,summary,20200901,
174,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,,,46.0,score,20201201,PPMC,pac4-tsicu,nurse,summary,20200901,
275,q0,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,78.0,63.0,37.0,score,20201201,PPMC,cupp-pavilion-3-east,nurse,summary,20200901,10.0
276,q1,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,78.0,66.0,37.0,score,20201201,PPMC,cupp-pavilion-3-east,nurse,summary,20200901,13.0
277,q2,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,75.0,61.0,37.0,score,20201201,PPMC,cupp-pavilion-3-east,nurse,summary,20200901,10.0
278,q3,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,70.0,59.0,37.0,score,20201201,PPMC,cupp-pavilion-3-east,nurse,summary,20200901,9.0
279,q4,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,24.0,27.0,37.0,score,20201201,PPMC,cupp-pavilion-3-east,nurse,summary,20200901,5.0
280,q5,Personal Burnout,I feel burned out from my work.,32.0,4.0,32.0,9.0,37.0,score,20201201,PPMC,cupp-pavilion-3-east,nurse,summary,20200901,0.0
281,q6,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,86.0,,37.0,score,20201201,PPMC,cupp-pavilion-3-east,nurse,summary,20200901,11.0
282,q7,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,78.0,70.0,37.0,score,20201201,PPMC,cupp-pavilion-3-east,nurse,summary,20200901,10.0
283,q8,Teamwork,Dealing with difficult colleagues is consistently a challenging part of my job.,53.0,78.0,54.0,65.0,37.0,score,20201201,PPMC,cupp-pavilion-3-east,nurse,summary,20200901,1.0
284,q9,Teamwork,Communication breakdowns are common when this work setting interacts with other work settings.,46.0,85.0,58.0,80.0,37.0,score,20201201,PPMC,cupp-pavilion-3-east,nurse,summary,20200901,12.0
285,q10,Safety Climate,I would feel safe being treated here as a patient.,81.0,83.0,95.0,85.0,37.0,score,20201201,PPMC,cupp-pavilion-3-east,nurse,summary,20200901,14.0
286,q11,Safety Climate,"In this work setting, it is difficult to discuss errors.",65.0,76.0,70.0,65.0,37.0,score,20201201,PPMC,cupp-pavilion-3-east,nurse,summary,20200901,5.0
287,q12,Safety Climate,The values of facility leadership are the same values that people in this work setting think are important.,57.0,59.0,69.0,71.0,37.0,score,20201201,PPMC,cupp-pavilion-3-east,nurse,summary,20200901,12.0
288,q13,Growth Opportunities,"With respect to the growth opportunities in this work setting, I have the feeling that I can achieve something.",66.0,23.0,81.0,70.0,37.0,score,20201201,PPMC,cupp-pavilion-3-east,nurse,summary,20200901,15.0
289,q14,Job Certainty,"With respect to job-related uncertainty about the future in this work setting, I feel certain that I will keep my current job in the next year.",81.0,87.0,97.0,90.0,37.0,score,20201201,PPMC,cupp-pavilion-3-east,nurse,summary,20200901,16.0
290,q15,Decision Making,With respect to the participation in decision making that I experience here I have a direct influence on my organization's decisions.,40.0,79.0,50.0,81.0,37.0,score,20201201,PPMC,cupp-pavilion-3-east,nurse,summary,20200901,10.0
291,q16,Advancement,With respect to advancement in this organization I have opportunities to advance through training courses.,62.0,99.0,86.0,99.0,37.0,score,20201201,PPMC,cupp-pavilion-3-east,nurse,summary,20200901,24.0
292,q17,Physical Safety,I feel safe from crime or violence in my (daily) workspace.,75.0,,92.0,,37.0,score,20201201,PPMC,cupp-pavilion-3-east,nurse,summary,20200901,17.0
293,q18,GME Questions,Faculty in my program participates in educational conferences.,69.0,,,,37.0,score,20201201,PPMC,cupp-pavilion-3-east,nurse,summary,20200901,
294,q19,GME Questions,I feel comfortable speaking up if I am feeling tired while on duty.,25.0,,,,37.0,score,20201201,PPMC,cupp-pavilion-3-east,nurse,summary,20200901,
295,q20,GME Questions,My Program Director is an effective leader.,64.0,,,,37.0,score,20201201,PPMC,cupp-pavilion-3-east,nurse,summary,20200901,
296,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,,,37.0,score,20201201,PPMC,cupp-pavilion-3-east,nurse,summary,20200901,
297,q22,GME Questions,The curriculum is of high educational value.,66.0,,,,37.0,score,20201201,PPMC,cupp-pavilion-3-east,nurse,summary,20200901,
298,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,,,37.0,score,20201201,PPMC,cupp-pavilion-3-east,nurse,summary,20200901,
299,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,,,37.0,score,20201201,PPMC,cupp-pavilion-3-east,nurse,summary,20200901,
575,q0,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,82.0,72.0,33.0,score,20201201,PPMC,cupp-pavilion-3-south,nurse,summary,20200901,14.0
576,q1,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,58.0,28.0,33.0,score,20201201,PPMC,cupp-pavilion-3-south,nurse,summary,20200901,-7.0
577,q2,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,45.0,13.0,33.0,score,20201201,PPMC,cupp-pavilion-3-south,nurse,summary,20200901,-20.0
578,q3,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,48.0,20.0,33.0,score,20201201,PPMC,cupp-pavilion-3-south,nurse,summary,20200901,-13.0
579,q4,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,21.0,14.0,33.0,score,20201201,PPMC,cupp-pavilion-3-south,nurse,summary,20200901,2.0
580,q5,Personal Burnout,I feel burned out from my work.,32.0,4.0,21.0,9.0,33.0,score,20201201,PPMC,cupp-pavilion-3-south,nurse,summary,20200901,-11.0
581,q6,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,72.0,,33.0,score,20201201,PPMC,cupp-pavilion-3-south,nurse,summary,20200901,-3.0
582,q7,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,88.0,89.0,33.0,score,20201201,PPMC,cupp-pavilion-3-south,nurse,summary,20200901,20.0
583,q8,Teamwork,Dealing with difficult colleagues is consistently a challenging part of my job.,53.0,78.0,84.0,96.0,33.0,score,20201201,PPMC,cupp-pavilion-3-south,nurse,summary,20200901,31.0
584,q9,Teamwork,Communication breakdowns are common when this work setting interacts with other work settings.,46.0,85.0,61.0,84.0,33.0,score,20201201,PPMC,cupp-pavilion-3-south,nurse,summary,20200901,15.0
585,q10,Safety Climate,I would feel safe being treated here as a patient.,81.0,83.0,100.0,99.0,33.0,score,20201201,PPMC,cupp-pavilion-3-south,nurse,summary,20200901,19.0
586,q11,Safety Climate,"In this work setting, it is difficult to discuss errors.",65.0,76.0,63.0,52.0,33.0,score,20201201,PPMC,cupp-pavilion-3-south,nurse,summary,20200901,-2.0
587,q12,Safety Climate,The values of facility leadership are the same values that people in this work setting think are important.,57.0,59.0,67.0,69.0,33.0,score,20201201,PPMC,cupp-pavilion-3-south,nurse,summary,20200901,10.0
588,q13,Growth Opportunities,"With respect to the growth opportunities in this work setting, I have the feeling that I can achieve something.",66.0,23.0,82.0,72.0,33.0,score,20201201,PPMC,cupp-pavilion-3-south,nurse,summary,20200901,16.0
589,q14,Job Certainty,"With respect to job-related uncertainty about the future in this work setting, I feel certain that I will keep my current job in the next year.",81.0,87.0,88.0,79.0,33.0,score,20201201,PPMC,cupp-pavilion-3-south,nurse,summary,20200901,7.0
590,q15,Decision Making,With respect to the participation in decision making that I experience here I have a direct influence on my organization's decisions.,40.0,79.0,31.0,42.0,33.0,score,20201201,PPMC,cupp-pavilion-3-south,nurse,summary,20200901,-9.0
591,q16,Advancement,With respect to advancement in this organization I have opportunities to advance through training courses.,62.0,99.0,84.0,99.0,33.0,score,20201201,PPMC,cupp-pavilion-3-south,nurse,summary,20200901,22.0
592,q17,Physical Safety,I feel safe from crime or violence in my (daily) workspace.,75.0,,85.0,,33.0,score,20201201,PPMC,cupp-pavilion-3-south,nurse,summary,20200901,10.0
593,q18,GME Questions,Faculty in my program participates in educational conferences.,69.0,,,,33.0,score,20201201,PPMC,cupp-pavilion-3-south,nurse,summary,20200901,
594,q19,GME Questions,I feel comfortable speaking up if I am feeling tired while on duty.,25.0,,,,33.0,score,20201201,PPMC,cupp-pavilion-3-south,nurse,summary,20200901,
595,q20,GME Questions,My Program Director is an effective leader.,64.0,,,,33.0,score,20201201,PPMC,cupp-pavilion-3-south,nurse,summary,20200901,
596,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,,,33.0,score,20201201,PPMC,cupp-pavilion-3-south,nurse,summary,20200901,
597,q22,GME Questions,The curriculum is of high educational value.,66.0,,,,33.0,score,20201201,PPMC,cupp-pavilion-3-south,nurse,summary,20200901,
598,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,,,33.0,score,20201201,PPMC,cupp-pavilion-3-south,nurse,summary,20200901,
599,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,,,33.0,score,20201201,PPMC,cupp-pavilion-3-south,nurse,summary,20200901,
600,q0,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,54.0,21.0,14.0,score,20201201,PPMC,cath-ep-lab,nurse,summary,20200901,-14.0
601,q1,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,43.0,12.0,14.0,score,20201201,PPMC,cath-ep-lab,nurse,summary,20200901,-22.0
602,q2,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,57.0,27.0,14.0,score,20201201,PPMC,cath-ep-lab,nurse,summary,20200901,-8.0
603,q3,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,57.0,33.0,14.0,score,20201201,PPMC,cath-ep-lab,nurse,summary,20200901,-4.0
604,q4,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,22.0,34.0,14.0,score,20201201,PPMC,cath-ep-lab,nurse,summary,20200901,3.0
605,q5,Personal Burnout,I feel burned out from my work.,32.0,4.0,43.0,25.0,14.0,score,20201201,PPMC,cath-ep-lab,nurse,summary,20200901,11.0
606,q6,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,79.0,,14.0,score,20201201,PPMC,cath-ep-lab,nurse,summary,20200901,4.0
607,q7,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,64.0,41.0,14.0,score,20201201,PPMC,cath-ep-lab,nurse,summary,20200901,-4.0
608,q8,Teamwork,Dealing with difficult colleagues is consistently a challenging part of my job.,53.0,78.0,50.0,60.0,14.0,score,20201201,PPMC,cath-ep-lab,nurse,summary,20200901,-3.0
609,q9,Teamwork,Communication breakdowns are common when this work setting interacts with other work settings.,46.0,85.0,46.0,63.0,14.0,score,20201201,PPMC,cath-ep-lab,nurse,summary,20200901,0.0
610,q10,Safety Climate,I would feel safe being treated here as a patient.,81.0,83.0,71.0,37.0,14.0,score,20201201,PPMC,cath-ep-lab,nurse,summary,20200901,-10.0
611,q11,Safety Climate,"In this work setting, it is difficult to discuss errors.",65.0,76.0,57.0,39.0,14.0,score,20201201,PPMC,cath-ep-lab,nurse,summary,20200901,-8.0
612,q12,Safety Climate,The values of facility leadership are the same values that people in this work setting think are important.,57.0,59.0,36.0,16.0,14.0,score,20201201,PPMC,cath-ep-lab,nurse,summary,20200901,-21.0
613,q13,Growth Opportunities,"With respect to the growth opportunities in this work setting, I have the feeling that I can achieve something.",66.0,23.0,64.0,31.0,14.0,score,20201201,PPMC,cath-ep-lab,nurse,summary,20200901,-2.0
614,q14,Job Certainty,"With respect to job-related uncertainty about the future in this work setting, I feel certain that I will keep my current job in the next year.",81.0,87.0,71.0,36.0,14.0,score,20201201,PPMC,cath-ep-lab,nurse,summary,20200901,-10.0
615,q15,Decision Making,With respect to the participation in decision making that I experience here I have a direct influence on my organization's decisions.,40.0,79.0,36.0,54.0,14.0,score,20201201,PPMC,cath-ep-lab,nurse,summary,20200901,-4.0
616,q16,Advancement,With respect to advancement in this organization I have opportunities to advance through training courses.,62.0,99.0,64.0,89.0,14.0,score,20201201,PPMC,cath-ep-lab,nurse,summary,20200901,2.0
617,q17,Physical Safety,I feel safe from crime or violence in my (daily) workspace.,75.0,,71.0,,14.0,score,20201201,PPMC,cath-ep-lab,nurse,summary,20200901,-4.0
618,q18,GME Questions,Faculty in my program participates in educational conferences.,69.0,,,,14.0,score,20201201,PPMC,cath-ep-lab,nurse,summary,20200901,
619,q19,GME Questions,I feel comfortable speaking up if I am feeling tired while on duty.,25.0,,,,14.0,score,20201201,PPMC,cath-ep-lab,nurse,summary,20200901,
620,q20,GME Questions,My Program Director is an effective leader.,64.0,,,,14.0,score,20201201,PPMC,cath-ep-lab,nurse,summary,20200901,
621,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,,,14.0,score,20201201,PPMC,cath-ep-lab,nurse,summary,20200901,
622,q22,GME Questions,The curriculum is of high educational value.,66.0,,,,14.0,score,20201201,PPMC,cath-ep-lab,nurse,summary,20200901,
623,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,,,14.0,score,20201201,PPMC,cath-ep-lab,nurse,summary,20200901,
624,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,,,14.0,score,20201201,PPMC,cath-ep-lab,nurse,summary,20200901,
675,q0,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,70.0,69.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,2.0
676,q1,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,66.0,51.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,1.0
677,q2,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,65.0,54.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,0.0
678,q3,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,61.0,49.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,0.0
679,q4,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,17.0,4.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,-2.0
680,q5,Personal Burnout,I feel burned out from my work.,32.0,4.0,28.0,3.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,-4.0
681,q6,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,78.0,,579.0,score,20201201,PPMC,all,nurse,summary,20200901,3.0
682,q7,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,69.0,71.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,1.0
683,q8,Teamwork,Dealing with difficult colleagues is consistently a challenging part of my job.,53.0,78.0,54.0,83.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,1.0
684,q9,Teamwork,Communication breakdowns are common when this work setting interacts with other work settings.,46.0,85.0,48.0,94.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,2.0
685,q10,Safety Climate,I would feel safe being treated here as a patient.,81.0,83.0,80.0,82.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,-1.0
686,q11,Safety Climate,"In this work setting, it is difficult to discuss errors.",65.0,76.0,64.0,74.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,-1.0
687,q12,Safety Climate,The values of facility leadership are the same values that people in this work setting think are important.,57.0,59.0,57.0,59.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,0.0
688,q13,Growth Opportunities,"With respect to the growth opportunities in this work setting, I have the feeling that I can achieve something.",66.0,23.0,71.0,50.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,5.0
689,q14,Job Certainty,"With respect to job-related uncertainty about the future in this work setting, I feel certain that I will keep my current job in the next year.",81.0,87.0,82.0,93.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,1.0
690,q15,Decision Making,With respect to the participation in decision making that I experience here I have a direct influence on my organization's decisions.,40.0,79.0,42.0,84.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,2.0
691,q16,Advancement,With respect to advancement in this organization I have opportunities to advance through training courses.,62.0,99.0,73.0,99.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,11.0
692,q17,Physical Safety,I feel safe from crime or violence in my (daily) workspace.,75.0,,68.0,,579.0,score,20201201,PPMC,all,nurse,summary,20200901,-7.0
693,q18,GME Questions,Faculty in my program participates in educational conferences.,69.0,,,,579.0,score,20201201,PPMC,all,nurse,summary,20200901,
694,q19,GME Questions,I feel comfortable speaking up if I am feeling tired while on duty.,25.0,,,,579.0,score,20201201,PPMC,all,nurse,summary,20200901,
695,q20,GME Questions,My Program Director is an effective leader.,64.0,,,,579.0,score,20201201,PPMC,all,nurse,summary,20200901,
696,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,,,579.0,score,20201201,PPMC,all,nurse,summary,20200901,
697,q22,GME Questions,The curriculum is of high educational value.,66.0,,,,579.0,score,20201201,PPMC,all,nurse,summary,20200901,
698,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,,,579.0,score,20201201,PPMC,all,nurse,summary,20200901,
699,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,,,579.0,score,20201201,PPMC,all,nurse,summary,20200901,
750,q0,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,48.0,15.0,23.0,score,20201201,PPMC,cupp-pavilion-4-south,nurse,summary,20200901,-20.0
751,q1,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,45.0,13.0,23.0,score,20201201,PPMC,cupp-pavilion-4-south,nurse,summary,20200901,-20.0
752,q2,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,30.0,4.0,23.0,score,20201201,PPMC,cupp-pavilion-4-south,nurse,summary,20200901,-35.0
753,q3,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,39.0,11.0,23.0,score,20201201,PPMC,cupp-pavilion-4-south,nurse,summary,20200901,-22.0
754,q4,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,0.0,99.0,23.0,score,20201201,PPMC,cupp-pavilion-4-south,nurse,summary,20200901,-19.0
755,q5,Personal Burnout,I feel burned out from my work.,32.0,4.0,4.0,99.0,23.0,score,20201201,PPMC,cupp-pavilion-4-south,nurse,summary,20200901,-28.0
756,q6,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,48.0,,23.0,score,20201201,PPMC,cupp-pavilion-4-south,nurse,summary,20200901,-27.0
757,q7,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,22.0,1.0,23.0,score,20201201,PPMC,cupp-pavilion-4-south,nurse,summary,20200901,-46.0
758,q8,Teamwork,Dealing with difficult colleagues is consistently a challenging part of my job.,53.0,78.0,35.0,29.0,23.0,score,20201201,PPMC,cupp-pavilion-4-south,nurse,summary,20200901,-18.0
759,q9,Teamwork,Communication breakdowns are common when this work setting interacts with other work settings.,46.0,85.0,22.0,16.0,23.0,score,20201201,PPMC,cupp-pavilion-4-south,nurse,summary,20200901,-24.0
760,q10,Safety Climate,I would feel safe being treated here as a patient.,81.0,83.0,59.0,18.0,23.0,score,20201201,PPMC,cupp-pavilion-4-south,nurse,summary,20200901,-22.0
761,q11,Safety Climate,"In this work setting, it is difficult to discuss errors.",65.0,76.0,26.0,3.0,23.0,score,20201201,PPMC,cupp-pavilion-4-south,nurse,summary,20200901,-39.0
762,q12,Safety Climate,The values of facility leadership are the same values that people in this work setting think are important.,57.0,59.0,48.0,33.0,23.0,score,20201201,PPMC,cupp-pavilion-4-south,nurse,summary,20200901,-9.0
763,q13,Growth Opportunities,"With respect to the growth opportunities in this work setting, I have the feeling that I can achieve something.",66.0,23.0,48.0,9.0,23.0,score,20201201,PPMC,cupp-pavilion-4-south,nurse,summary,20200901,-18.0
764,q14,Job Certainty,"With respect to job-related uncertainty about the future in this work setting, I feel certain that I will keep my current job in the next year.",81.0,87.0,65.0,22.0,23.0,score,20201201,PPMC,cupp-pavilion-4-south,nurse,summary,20200901,-16.0
765,q15,Decision Making,With respect to the participation in decision making that I experience here I have a direct influence on my organization's decisions.,40.0,79.0,22.0,25.0,23.0,score,20201201,PPMC,cupp-pavilion-4-south,nurse,summary,20200901,-18.0
766,q16,Advancement,With respect to advancement in this organization I have opportunities to advance through training courses.,62.0,99.0,61.0,86.0,23.0,score,20201201,PPMC,cupp-pavilion-4-south,nurse,summary,20200901,-1.0
767,q17,Physical Safety,I feel safe from crime or violence in my (daily) workspace.,75.0,,17.0,,23.0,score,20201201,PPMC,cupp-pavilion-4-south,nurse,summary,20200901,-58.0
768,q18,GME Questions,Faculty in my program participates in educational conferences.,69.0,,,,23.0,score,20201201,PPMC,cupp-pavilion-4-south,nurse,summary,20200901,
769,q19,GME Questions,I feel comfortable speaking up if I am feeling tired while on duty.,25.0,,,,23.0,score,20201201,PPMC,cupp-pavilion-4-south,nurse,summary,20200901,
770,q20,GME Questions,My Program Director is an effective leader.,64.0,,,,23.0,score,20201201,PPMC,cupp-pavilion-4-south,nurse,summary,20200901,
771,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,,,23.0,score,20201201,PPMC,cupp-pavilion-4-south,nurse,summary,20200901,
772,q22,GME Questions,The curriculum is of high educational value.,66.0,,,,23.0,score,20201201,PPMC,cupp-pavilion-4-south,nurse,summary,20200901,
773,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,,,23.0,score,20201201,PPMC,cupp-pavilion-4-south,nurse,summary,20200901,
774,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,,,23.0,score,20201201,PPMC,cupp-pavilion-4-south,nurse,summary,20200901,
775,q0,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,57.0,26.0,8.0,score,20201201,PPMC,case-management,nurse,summary,20200901,-11.0
776,q1,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,63.0,37.0,8.0,score,20201201,PPMC,case-management,nurse,summary,20200901,-2.0
777,q2,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,86.0,81.0,8.0,score,20201201,PPMC,case-management,nurse,summary,20200901,21.0
778,q3,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,50.0,25.0,8.0,score,20201201,PPMC,case-management,nurse,summary,20200901,-11.0
779,q4,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,24.0,26.0,8.0,score,20201201,PPMC,case-management,nurse,summary,20200901,5.0
780,q5,Personal Burnout,I feel burned out from my work.,32.0,4.0,49.0,35.0,8.0,score,20201201,PPMC,case-management,nurse,summary,20200901,17.0
781,q6,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,88.0,,8.0,score,20201201,PPMC,case-management,nurse,summary,20200901,13.0
782,q7,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,71.0,57.0,8.0,score,20201201,PPMC,case-management,nurse,summary,20200901,3.0
