,question_id,question_category,question_text,entity_pct_pos,entity_percentile,group_pct_pos,group_percentile,num_respondents,survey_name,survey_date,entity,work_setting,position,report_type,benchmark_date,group_entity_pct_pos_diff
112,q12,Safety Climate,The values of facility leadership are the same values that people in this work setting think are important.,57.0,59.0,42.0,11.0,73.0,score,20201201,PPMC,all,technologist-surg-lab-rag,summary,20200901,-15.0
113,q13,Growth Opportunities,"With respect to the growth opportunities in this work setting, I have the feeling that I can achieve something.",66.0,23.0,50.0,3.0,73.0,score,20201201,PPMC,all,technologist-surg-lab-rag,summary,20200901,-16.0
114,q14,Job Certainty,"With respect to job-related uncertainty about the future in this work setting, I feel certain that I will keep my current job in the next year.",81.0,87.0,86.0,97.0,73.0,score,20201201,PPMC,all,technologist-surg-lab-rag,summary,20200901,5.0
115,q15,Decision Making,With respect to the participation in decision making that I experience here I have a direct influence on my organization's decisions.,40.0,79.0,30.0,15.0,73.0,score,20201201,PPMC,all,technologist-surg-lab-rag,summary,20200901,-10.0
116,q16,Advancement,With respect to advancement in this organization I have opportunities to advance through training courses.,62.0,99.0,44.0,59.0,73.0,score,20201201,PPMC,all,technologist-surg-lab-rag,summary,20200901,-18.0
117,q17,Physical Safety,I feel safe from crime or violence in my (daily) workspace.,75.0,,79.0,,73.0,score,20201201,PPMC,all,technologist-surg-lab-rag,summary,20200901,4.0
118,q18,GME Questions,Faculty in my program participates in educational conferences.,69.0,,,,73.0,score,20201201,PPMC,all,technologist-surg-lab-rag,summary,20200901,
119,q19,GME Questions,I feel comfortable speaking up if I am feeling tired while on duty.,25.0,,,,73.0,score,20201201,PPMC,all,technologist-surg-lab-rag,summary,20200901,
120,q20,GME Questions,My Program Director is an effective leader.,64.0,,,,73.0,score,20201201,PPMC,all,technologist-surg-lab-rag,summary,20200901,
121,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,,,73.0,score,20201201,PPMC,all,technologist-surg-lab-rag,summary,20200901,
122,q22,GME Questions,The curriculum is of high educational value.,66.0,,,,73.0,score,20201201,PPMC,all,technologist-surg-lab-rag,summary,20200901,
123,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,,,73.0,score,20201201,PPMC,all,technologist-surg-lab-rag,summary,20200901,
124,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,,,73.0,score,20201201,PPMC,all,technologist-surg-lab-rag,summary,20200901,
225,q00,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,68.0,56.0,124.0,score,20201201,PPMC,all,physician-resident-fellow-attending,summary,20200901,0.0
226,q01,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,64.0,41.0,124.0,score,20201201,PPMC,all,physician-resident-fellow-attending,summary,20200901,-1.0
227,q02,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,58.0,18.0,124.0,score,20201201,PPMC,all,physician-resident-fellow-attending,summary,20200901,-7.0
228,q03,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,53.0,19.0,124.0,score,20201201,PPMC,all,physician-resident-fellow-attending,summary,20200901,-8.0
229,q04,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,23.0,41.0,124.0,score,20201201,PPMC,all,physician-resident-fellow-attending,summary,20200901,4.0
230,q05,Personal Burnout,I feel burned out from my work.,32.0,4.0,38.0,18.0,124.0,score,20201201,PPMC,all,physician-resident-fellow-attending,summary,20200901,6.0
231,q06,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,71.0,,124.0,score,20201201,PPMC,all,physician-resident-fellow-attending,summary,20200901,-4.0
232,q07,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,70.0,77.0,124.0,score,20201201,PPMC,all,physician-resident-fellow-attending,summary,20200901,2.0
233,q08,Teamwork,Dealing with difficult colleagues is consistently a challenging part of my job.,53.0,78.0,51.0,74.0,124.0,score,20201201,PPMC,all,physician-resident-fellow-attending,summary,20200901,-2.0
234,q09,Teamwork,Communication breakdowns are common when this work setting interacts with other work settings.,46.0,85.0,54.0,97.0,124.0,score,20201201,PPMC,all,physician-resident-fellow-attending,summary,20200901,8.0
235,q10,Safety Climate,I would feel safe being treated here as a patient.,81.0,83.0,78.0,74.0,124.0,score,20201201,PPMC,all,physician-resident-fellow-attending,summary,20200901,-3.0
236,q11,Safety Climate,"In this work setting, it is difficult to discuss errors.",65.0,76.0,70.0,94.0,124.0,score,20201201,PPMC,all,physician-resident-fellow-attending,summary,20200901,5.0
237,q12,Safety Climate,The values of facility leadership are the same values that people in this work setting think are important.,57.0,59.0,62.0,79.0,124.0,score,20201201,PPMC,all,physician-resident-fellow-attending,summary,20200901,5.0
238,q13,Growth Opportunities,"With respect to the growth opportunities in this work setting, I have the feeling that I can achieve something.",66.0,23.0,71.0,50.0,124.0,score,20201201,PPMC,all,physician-resident-fellow-attending,summary,20200901,5.0
239,q14,Job Certainty,"With respect to job-related uncertainty about the future in this work setting, I feel certain that I will keep my current job in the next year.",81.0,87.0,96.0,99.0,124.0,score,20201201,PPMC,all,physician-resident-fellow-attending,summary,20200901,15.0
240,q15,Decision Making,With respect to the participation in decision making that I experience here I have a direct influence on my organization's decisions.,40.0,79.0,48.0,92.0,124.0,score,20201201,PPMC,all,physician-resident-fellow-attending,summary,20200901,8.0
241,q16,Advancement,With respect to advancement in this organization I have opportunities to advance through training courses.,62.0,99.0,69.0,99.0,124.0,score,20201201,PPMC,all,physician-resident-fellow-attending,summary,20200901,7.0
242,q17,Physical Safety,I feel safe from crime or violence in my (daily) workspace.,75.0,,86.0,,124.0,score,20201201,PPMC,all,physician-resident-fellow-attending,summary,20200901,11.0
243,q18,GME Questions,Faculty in my program participates in educational conferences.,69.0,,69.0,,124.0,score,20201201,PPMC,all,physician-resident-fellow-attending,summary,20200901,0.0
244,q19,GME Questions,I feel comfortable speaking up if I am feeling tired while on duty.,25.0,,25.0,,124.0,score,20201201,PPMC,all,physician-resident-fellow-attending,summary,20200901,0.0
245,q20,GME Questions,My Program Director is an effective leader.,64.0,,64.0,,124.0,score,20201201,PPMC,all,physician-resident-fellow-attending,summary,20200901,0.0
246,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,51.0,,124.0,score,20201201,PPMC,all,physician-resident-fellow-attending,summary,20200901,0.0
247,q22,GME Questions,The curriculum is of high educational value.,66.0,,66.0,,124.0,score,20201201,PPMC,all,physician-resident-fellow-attending,summary,20200901,0.0
248,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,76.0,,124.0,score,20201201,PPMC,all,physician-resident-fellow-attending,summary,20200901,0.0
249,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,46.0,,124.0,score,20201201,PPMC,all,physician-resident-fellow-attending,summary,20200901,0.0
250,q00,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,68.0,56.0,1473.0,score,20201201,PPMC,all,all,summary,20200901,0.0
251,q01,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,65.0,43.0,1473.0,score,20201201,PPMC,all,all,summary,20200901,0.0
252,q02,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,65.0,54.0,1473.0,score,20201201,PPMC,all,all,summary,20200901,0.0
253,q03,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,61.0,49.0,1473.0,score,20201201,PPMC,all,all,summary,20200901,0.0
254,q04,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,19.0,12.0,1473.0,score,20201201,PPMC,all,all,summary,20200901,0.0
255,q05,Personal Burnout,I feel burned out from my work.,32.0,4.0,32.0,4.0,1473.0,score,20201201,PPMC,all,all,summary,20200901,0.0
256,q06,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,75.0,,1473.0,score,20201201,PPMC,all,all,summary,20200901,0.0
257,q07,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,68.0,68.0,1473.0,score,20201201,PPMC,all,all,summary,20200901,0.0
258,q08,Teamwork,Dealing with difficult colleagues is consistently a challenging part of my job.,53.0,78.0,53.0,78.0,1473.0,score,20201201,PPMC,all,all,summary,20200901,0.0
259,q09,Teamwork,Communication breakdowns are common when this work setting interacts with other work settings.,46.0,85.0,46.0,85.0,1473.0,score,20201201,PPMC,all,all,summary,20200901,0.0
260,q10,Safety Climate,I would feel safe being treated here as a patient.,81.0,83.0,81.0,83.0,1473.0,score,20201201,PPMC,all,all,summary,20200901,0.0
261,q11,Safety Climate,"In this work setting, it is difficult to discuss errors.",65.0,76.0,65.0,76.0,1473.0,score,20201201,PPMC,all,all,summary,20200901,0.0
262,q12,Safety Climate,The values of facility leadership are the same values that people in this work setting think are important.,57.0,59.0,57.0,59.0,1473.0,score,20201201,PPMC,all,all,summary,20200901,0.0
263,q13,Growth Opportunities,"With respect to the growth opportunities in this work setting, I have the feeling that I can achieve something.",66.0,23.0,66.0,23.0,1473.0,score,20201201,PPMC,all,all,summary,20200901,0.0
264,q14,Job Certainty,"With respect to job-related uncertainty about the future in this work setting, I feel certain that I will keep my current job in the next year.",81.0,87.0,81.0,87.0,1473.0,score,20201201,PPMC,all,all,summary,20200901,0.0
265,q15,Decision Making,With respect to the participation in decision making that I experience here I have a direct influence on my organization's decisions.,40.0,79.0,40.0,79.0,1473.0,score,20201201,PPMC,all,all,summary,20200901,0.0
266,q16,Advancement,With respect to advancement in this organization I have opportunities to advance through training courses.,62.0,99.0,62.0,99.0,1473.0,score,20201201,PPMC,all,all,summary,20200901,0.0
267,q17,Physical Safety,I feel safe from crime or violence in my (daily) workspace.,75.0,,75.0,,1473.0,score,20201201,PPMC,all,all,summary,20200901,0.0
268,q18,GME Questions,Faculty in my program participates in educational conferences.,69.0,,69.0,,1473.0,score,20201201,PPMC,all,all,summary,20200901,0.0
269,q19,GME Questions,I feel comfortable speaking up if I am feeling tired while on duty.,25.0,,25.0,,1473.0,score,20201201,PPMC,all,all,summary,20200901,0.0
270,q20,GME Questions,My Program Director is an effective leader.,64.0,,64.0,,1473.0,score,20201201,PPMC,all,all,summary,20200901,0.0
271,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,51.0,,1473.0,score,20201201,PPMC,all,all,summary,20200901,0.0
272,q22,GME Questions,The curriculum is of high educational value.,66.0,,66.0,,1473.0,score,20201201,PPMC,all,all,summary,20200901,0.0
273,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,76.0,,1473.0,score,20201201,PPMC,all,all,summary,20200901,0.0
274,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,46.0,,1473.0,score,20201201,PPMC,all,all,summary,20200901,0.0
325,q00,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,84.0,99.0,80.0,score,20201201,PPMC,all,other-manager-clinic-manager-supervisor,summary,20200901,16.0
326,q01,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,81.0,99.0,80.0,score,20201201,PPMC,all,other-manager-clinic-manager-supervisor,summary,20200901,16.0
327,q02,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,83.0,99.0,80.0,score,20201201,PPMC,all,other-manager-clinic-manager-supervisor,summary,20200901,18.0
328,q03,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,82.0,99.0,80.0,score,20201201,PPMC,all,other-manager-clinic-manager-supervisor,summary,20200901,21.0
329,q04,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,28.0,23.0,80.0,score,20201201,PPMC,all,other-manager-clinic-manager-supervisor,summary,20200901,9.0
330,q05,Personal Burnout,I feel burned out from my work.,32.0,4.0,43.0,13.0,80.0,score,20201201,PPMC,all,other-manager-clinic-manager-supervisor,summary,20200901,11.0
331,q06,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,79.0,,80.0,score,20201201,PPMC,all,other-manager-clinic-manager-supervisor,summary,20200901,4.0
332,q07,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,81.0,99.0,80.0,score,20201201,PPMC,all,other-manager-clinic-manager-supervisor,summary,20200901,13.0
333,q08,Teamwork,Dealing with difficult colleagues is consistently a challenging part of my job.,53.0,78.0,59.0,92.0,80.0,score,20201201,PPMC,all,other-manager-clinic-manager-supervisor,summary,20200901,6.0
334,q09,Teamwork,Communication breakdowns are common when this work setting interacts with other work settings.,46.0,85.0,54.0,97.0,80.0,score,20201201,PPMC,all,other-manager-clinic-manager-supervisor,summary,20200901,8.0
335,q10,Safety Climate,I would feel safe being treated here as a patient.,81.0,83.0,94.0,99.0,80.0,score,20201201,PPMC,all,other-manager-clinic-manager-supervisor,summary,20200901,13.0
336,q11,Safety Climate,"In this work setting, it is difficult to discuss errors.",65.0,76.0,78.0,99.0,80.0,score,20201201,PPMC,all,other-manager-clinic-manager-supervisor,summary,20200901,13.0
337,q12,Safety Climate,The values of facility leadership are the same values that people in this work setting think are important.,57.0,59.0,71.0,99.0,80.0,score,20201201,PPMC,all,other-manager-clinic-manager-supervisor,summary,20200901,14.0
338,q13,Growth Opportunities,"With respect to the growth opportunities in this work setting, I have the feeling that I can achieve something.",66.0,23.0,79.0,92.0,80.0,score,20201201,PPMC,all,other-manager-clinic-manager-supervisor,summary,20200901,13.0
339,q14,Job Certainty,"With respect to job-related uncertainty about the future in this work setting, I feel certain that I will keep my current job in the next year.",81.0,87.0,80.0,85.0,80.0,score,20201201,PPMC,all,other-manager-clinic-manager-supervisor,summary,20200901,-1.0
340,q15,Decision Making,With respect to the participation in decision making that I experience here I have a direct influence on my organization's decisions.,40.0,79.0,65.0,99.0,80.0,score,20201201,PPMC,all,other-manager-clinic-manager-supervisor,summary,20200901,25.0
341,q16,Advancement,With respect to advancement in this organization I have opportunities to advance through training courses.,62.0,99.0,64.0,99.0,80.0,score,20201201,PPMC,all,other-manager-clinic-manager-supervisor,summary,20200901,2.0
342,q17,Physical Safety,I feel safe from crime or violence in my (daily) workspace.,75.0,,85.0,,80.0,score,20201201,PPMC,all,other-manager-clinic-manager-supervisor,summary,20200901,10.0
343,q18,GME Questions,Faculty in my program participates in educational conferences.,69.0,,,,80.0,score,20201201,PPMC,all,other-manager-clinic-manager-supervisor,summary,20200901,
344,q19,GME Questions,I feel comfortable speaking up if I am feeling tired while on duty.,25.0,,,,80.0,score,20201201,PPMC,all,other-manager-clinic-manager-supervisor,summary,20200901,
345,q20,GME Questions,My Program Director is an effective leader.,64.0,,,,80.0,score,20201201,PPMC,all,other-manager-clinic-manager-supervisor,summary,20200901,
346,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,,,80.0,score,20201201,PPMC,all,other-manager-clinic-manager-supervisor,summary,20200901,
347,q22,GME Questions,The curriculum is of high educational value.,66.0,,,,80.0,score,20201201,PPMC,all,other-manager-clinic-manager-supervisor,summary,20200901,
348,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,,,80.0,score,20201201,PPMC,all,other-manager-clinic-manager-supervisor,summary,20200901,
349,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,,,80.0,score,20201201,PPMC,all,other-manager-clinic-manager-supervisor,summary,20200901,
450,q00,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,74.0,89.0,68.0,score,20201201,PPMC,all,other,summary,20200901,6.0
451,q01,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,64.0,41.0,68.0,score,20201201,PPMC,all,other,summary,20200901,-1.0
452,q02,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,69.0,68.0,68.0,score,20201201,PPMC,all,other,summary,20200901,4.0
453,q03,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,65.0,67.0,68.0,score,20201201,PPMC,all,other,summary,20200901,4.0
454,q04,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,20.0,12.0,68.0,score,20201201,PPMC,all,other,summary,20200901,1.0
455,q05,Personal Burnout,I feel burned out from my work.,32.0,4.0,35.0,4.0,68.0,score,20201201,PPMC,all,other,summary,20200901,3.0
456,q06,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,68.0,,68.0,score,20201201,PPMC,all,other,summary,20200901,-7.0
457,q07,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,67.0,63.0,68.0,score,20201201,PPMC,all,other,summary,20200901,-1.0
458,q08,Teamwork,Dealing with difficult colleagues is consistently a challenging part of my job.,53.0,78.0,54.0,83.0,68.0,score,20201201,PPMC,all,other,summary,20200901,1.0
459,q09,Teamwork,Communication breakdowns are common when this work setting interacts with other work settings.,46.0,85.0,42.0,74.0,68.0,score,20201201,PPMC,all,other,summary,20200901,-4.0
460,q10,Safety Climate,I would feel safe being treated here as a patient.,81.0,83.0,75.0,62.0,68.0,score,20201201,PPMC,all,other,summary,20200901,-6.0
461,q11,Safety Climate,"In this work setting, it is difficult to discuss errors.",65.0,76.0,70.0,94.0,68.0,score,20201201,PPMC,all,other,summary,20200901,5.0
462,q12,Safety Climate,The values of facility leadership are the same values that people in this work setting think are important.,57.0,59.0,58.0,64.0,68.0,score,20201201,PPMC,all,other,summary,20200901,1.0
463,q13,Growth Opportunities,"With respect to the growth opportunities in this work setting, I have the feeling that I can achieve something.",66.0,23.0,60.0,5.0,68.0,score,20201201,PPMC,all,other,summary,20200901,-6.0
464,q14,Job Certainty,"With respect to job-related uncertainty about the future in this work setting, I feel certain that I will keep my current job in the next year.",81.0,87.0,83.0,95.0,68.0,score,20201201,PPMC,all,other,summary,20200901,2.0
465,q15,Decision Making,With respect to the participation in decision making that I experience here I have a direct influence on my organization's decisions.,40.0,79.0,32.0,28.0,68.0,score,20201201,PPMC,all,other,summary,20200901,-8.0
466,q16,Advancement,With respect to advancement in this organization I have opportunities to advance through training courses.,62.0,99.0,51.0,86.0,68.0,score,20201201,PPMC,all,other,summary,20200901,-11.0
467,q17,Physical Safety,I feel safe from crime or violence in my (daily) workspace.,75.0,,68.0,,68.0,score,20201201,PPMC,all,other,summary,20200901,-7.0
468,q18,GME Questions,Faculty in my program participates in educational conferences.,69.0,,,,68.0,score,20201201,PPMC,all,other,summary,20200901,
469,q19,GME Questions,I feel comfortable speaking up if I am feeling tired while on duty.,25.0,,,,68.0,score,20201201,PPMC,all,other,summary,20200901,
470,q20,GME Questions,My Program Director is an effective leader.,64.0,,,,68.0,score,20201201,PPMC,all,other,summary,20200901,
471,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,,,68.0,score,20201201,PPMC,all,other,summary,20200901,
472,q22,GME Questions,The curriculum is of high educational value.,66.0,,,,68.0,score,20201201,PPMC,all,other,summary,20200901,
473,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,,,68.0,score,20201201,PPMC,all,other,summary,20200901,
474,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,,,68.0,score,20201201,PPMC,all,other,summary,20200901,
675,q00,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,70.0,69.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,2.0
676,q01,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,66.0,51.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,1.0
677,q02,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,65.0,54.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,0.0
678,q03,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,61.0,49.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,0.0
679,q04,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,17.0,4.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,-2.0
680,q05,Personal Burnout,I feel burned out from my work.,32.0,4.0,28.0,3.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,-4.0
681,q06,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,78.0,,579.0,score,20201201,PPMC,all,nurse,summary,20200901,3.0
682,q07,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,69.0,71.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,1.0
683,q08,Teamwork,Dealing with difficult colleagues is consistently a challenging part of my job.,53.0,78.0,54.0,83.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,1.0
684,q09,Teamwork,Communication breakdowns are common when this work setting interacts with other work settings.,46.0,85.0,48.0,94.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,2.0
685,q10,Safety Climate,I would feel safe being treated here as a patient.,81.0,83.0,80.0,82.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,-1.0
686,q11,Safety Climate,"In this work setting, it is difficult to discuss errors.",65.0,76.0,64.0,74.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,-1.0
687,q12,Safety Climate,The values of facility leadership are the same values that people in this work setting think are important.,57.0,59.0,57.0,59.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,0.0
688,q13,Growth Opportunities,"With respect to the growth opportunities in this work setting, I have the feeling that I can achieve something.",66.0,23.0,71.0,50.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,5.0
689,q14,Job Certainty,"With respect to job-related uncertainty about the future in this work setting, I feel certain that I will keep my current job in the next year.",81.0,87.0,82.0,93.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,1.0
690,q15,Decision Making,With respect to the participation in decision making that I experience here I have a direct influence on my organization's decisions.,40.0,79.0,42.0,84.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,2.0
691,q16,Advancement,With respect to advancement in this organization I have opportunities to advance through training courses.,62.0,99.0,73.0,99.0,579.0,score,20201201,PPMC,all,nurse,summary,20200901,11.0
692,q17,Physical Safety,I feel safe from crime or violence in my (daily) workspace.,75.0,,68.0,,579.0,score,20201201,PPMC,all,nurse,summary,20200901,-7.0
693,q18,GME Questions,Faculty in my program participates in educational conferences.,69.0,,,,579.0,score,20201201,PPMC,all,nurse,summary,20200901,
694,q19,GME Questions,I feel comfortable speaking up if I am feeling tired while on duty.,25.0,,,,579.0,score,20201201,PPMC,all,nurse,summary,20200901,
695,q20,GME Questions,My Program Director is an effective leader.,64.0,,,,579.0,score,20201201,PPMC,all,nurse,summary,20200901,
696,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,,,579.0,score,20201201,PPMC,all,nurse,summary,20200901,
697,q22,GME Questions,The curriculum is of high educational value.,66.0,,,,579.0,score,20201201,PPMC,all,nurse,summary,20200901,
698,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,,,579.0,score,20201201,PPMC,all,nurse,summary,20200901,
699,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,,,579.0,score,20201201,PPMC,all,nurse,summary,20200901,
800,q00,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,100.0,99.0,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,32.0
801,q01,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,100.0,99.0,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,35.0
802,q02,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,100.0,99.0,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,35.0
803,q03,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,89.0,99.0,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,28.0
804,q04,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,67.0,98.0,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,48.0
805,q05,Personal Burnout,I feel burned out from my work.,32.0,4.0,78.0,93.0,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,46.0
806,q06,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,89.0,,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,14.0
807,q07,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,89.0,99.0,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,21.0
808,q08,Teamwork,Dealing with difficult colleagues is consistently a challenging part of my job.,53.0,78.0,78.0,99.0,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,25.0
809,q09,Teamwork,Communication breakdowns are common when this work setting interacts with other work settings.,46.0,85.0,78.0,99.0,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,32.0
810,q10,Safety Climate,I would feel safe being treated here as a patient.,81.0,83.0,89.0,99.0,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,8.0
811,q11,Safety Climate,"In this work setting, it is difficult to discuss errors.",65.0,76.0,78.0,99.0,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,13.0
812,q12,Safety Climate,The values of facility leadership are the same values that people in this work setting think are important.,57.0,59.0,56.0,56.0,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,-1.0
