,question_id,question_category,question_text,fac_pct_pos,fac_percentile,group_pct_pos,group_percentile,num_respondents,survey_name,survey_date,location,work_setting,position,report_type,benchmark_date,group_fac_pct_pos_diff
44,q19,GME Questions,I feel comfortable speaking up if I am feeling tired while on duty.,25.0,,,,13.0,score,20201201,PPMC,trauma-administration,all,summary,20200901,
45,q20,GME Questions,My Program Director is an effective leader.,64.0,,,,13.0,score,20201201,PPMC,trauma-administration,all,summary,20200901,
46,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,,,13.0,score,20201201,PPMC,trauma-administration,all,summary,20200901,
47,q22,GME Questions,The curriculum is of high educational value.,66.0,,,,13.0,score,20201201,PPMC,trauma-administration,all,summary,20200901,
48,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,,,13.0,score,20201201,PPMC,trauma-administration,all,summary,20200901,
49,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,,,13.0,score,20201201,PPMC,trauma-administration,all,summary,20200901,
50,q0,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,88.0,84.0,24.0,score,20201201,PPMC,periop-cardiology-vascular,all,summary,20200901,20.0
51,q1,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,79.0,68.0,24.0,score,20201201,PPMC,periop-cardiology-vascular,all,summary,20200901,14.0
52,q2,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,88.0,84.0,24.0,score,20201201,PPMC,periop-cardiology-vascular,all,summary,20200901,23.0
53,q3,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,79.0,73.0,24.0,score,20201201,PPMC,periop-cardiology-vascular,all,summary,20200901,18.0
54,q4,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,37.0,64.0,24.0,score,20201201,PPMC,periop-cardiology-vascular,all,summary,20200901,18.0
55,q5,Personal Burnout,I feel burned out from my work.,32.0,4.0,58.0,66.0,24.0,score,20201201,PPMC,periop-cardiology-vascular,all,summary,20200901,26.0
56,q6,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,91.0,,24.0,score,20201201,PPMC,periop-cardiology-vascular,all,summary,20200901,16.0
57,q7,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,83.0,82.0,24.0,score,20201201,PPMC,periop-cardiology-vascular,all,summary,20200901,15.0
58,q8,Teamwork,Dealing with difficult colleagues is consistently a challenging part of my job.,53.0,78.0,63.0,79.0,24.0,score,20201201,PPMC,periop-cardiology-vascular,all,summary,20200901,10.0
59,q9,Teamwork,Communication breakdowns are common when this work setting interacts with other work settings.,46.0,85.0,42.0,54.0,24.0,score,20201201,PPMC,periop-cardiology-vascular,all,summary,20200901,-4.0
60,q10,Safety Climate,I would feel safe being treated here as a patient.,81.0,83.0,88.0,74.0,24.0,score,20201201,PPMC,periop-cardiology-vascular,all,summary,20200901,7.0
61,q11,Safety Climate,"In this work setting, it is difficult to discuss errors.",65.0,76.0,67.0,60.0,24.0,score,20201201,PPMC,periop-cardiology-vascular,all,summary,20200901,2.0
62,q12,Safety Climate,The values of facility leadership are the same values that people in this work setting think are important.,57.0,59.0,74.0,78.0,24.0,score,20201201,PPMC,periop-cardiology-vascular,all,summary,20200901,17.0
63,q13,Growth Opportunities,"With respect to the growth opportunities in this work setting, I have the feeling that I can achieve something.",66.0,23.0,79.0,63.0,24.0,score,20201201,PPMC,periop-cardiology-vascular,all,summary,20200901,13.0
64,q14,Job Certainty,"With respect to job-related uncertainty about the future in this work setting, I feel certain that I will keep my current job in the next year.",81.0,87.0,90.0,83.0,24.0,score,20201201,PPMC,periop-cardiology-vascular,all,summary,20200901,9.0
65,q15,Decision Making,With respect to the participation in decision making that I experience here I have a direct influence on my organization's decisions.,40.0,79.0,42.0,66.0,24.0,score,20201201,PPMC,periop-cardiology-vascular,all,summary,20200901,2.0
66,q16,Advancement,With respect to advancement in this organization I have opportunities to advance through training courses.,62.0,99.0,68.0,93.0,24.0,score,20201201,PPMC,periop-cardiology-vascular,all,summary,20200901,6.0
67,q17,Physical Safety,I feel safe from crime or violence in my (daily) workspace.,75.0,,79.0,,24.0,score,20201201,PPMC,periop-cardiology-vascular,all,summary,20200901,4.0
68,q18,GME Questions,Faculty in my program participates in educational conferences.,69.0,,,,24.0,score,20201201,PPMC,periop-cardiology-vascular,all,summary,20200901,
69,q19,GME Questions,I feel comfortable speaking up if I am feeling tired while on duty.,25.0,,,,24.0,score,20201201,PPMC,periop-cardiology-vascular,all,summary,20200901,
70,q20,GME Questions,My Program Director is an effective leader.,64.0,,,,24.0,score,20201201,PPMC,periop-cardiology-vascular,all,summary,20200901,
71,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,,,24.0,score,20201201,PPMC,periop-cardiology-vascular,all,summary,20200901,
72,q22,GME Questions,The curriculum is of high educational value.,66.0,,,,24.0,score,20201201,PPMC,periop-cardiology-vascular,all,summary,20200901,
73,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,,,24.0,score,20201201,PPMC,periop-cardiology-vascular,all,summary,20200901,
74,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,,,24.0,score,20201201,PPMC,periop-cardiology-vascular,all,summary,20200901,
75,q0,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,64.0,37.0,36.0,score,20201201,PPMC,ace-unit,all,summary,20200901,-4.0
76,q1,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,59.0,29.0,36.0,score,20201201,PPMC,ace-unit,all,summary,20200901,-6.0
77,q2,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,58.0,28.0,36.0,score,20201201,PPMC,ace-unit,all,summary,20200901,-7.0
78,q3,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,65.0,48.0,36.0,score,20201201,PPMC,ace-unit,all,summary,20200901,4.0
79,q4,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,17.0,15.0,36.0,score,20201201,PPMC,ace-unit,all,summary,20200901,-2.0
80,q5,Personal Burnout,I feel burned out from my work.,32.0,4.0,25.0,5.0,36.0,score,20201201,PPMC,ace-unit,all,summary,20200901,-7.0
81,q6,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,67.0,,36.0,score,20201201,PPMC,ace-unit,all,summary,20200901,-8.0
82,q7,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,69.0,51.0,36.0,score,20201201,PPMC,ace-unit,all,summary,20200901,1.0
83,q8,Teamwork,Dealing with difficult colleagues is consistently a challenging part of my job.,53.0,78.0,56.0,68.0,36.0,score,20201201,PPMC,ace-unit,all,summary,20200901,3.0
84,q9,Teamwork,Communication breakdowns are common when this work setting interacts with other work settings.,46.0,85.0,39.0,47.0,36.0,score,20201201,PPMC,ace-unit,all,summary,20200901,-7.0
85,q10,Safety Climate,I would feel safe being treated here as a patient.,81.0,83.0,56.0,15.0,36.0,score,20201201,PPMC,ace-unit,all,summary,20200901,-25.0
86,q11,Safety Climate,"In this work setting, it is difficult to discuss errors.",65.0,76.0,64.0,54.0,36.0,score,20201201,PPMC,ace-unit,all,summary,20200901,-1.0
87,q12,Safety Climate,The values of facility leadership are the same values that people in this work setting think are important.,57.0,59.0,56.0,48.0,36.0,score,20201201,PPMC,ace-unit,all,summary,20200901,-1.0
88,q13,Growth Opportunities,"With respect to the growth opportunities in this work setting, I have the feeling that I can achieve something.",66.0,23.0,58.0,20.0,36.0,score,20201201,PPMC,ace-unit,all,summary,20200901,-8.0
89,q14,Job Certainty,"With respect to job-related uncertainty about the future in this work setting, I feel certain that I will keep my current job in the next year.",81.0,87.0,68.0,28.0,36.0,score,20201201,PPMC,ace-unit,all,summary,20200901,-13.0
90,q15,Decision Making,With respect to the participation in decision making that I experience here I have a direct influence on my organization's decisions.,40.0,79.0,39.0,59.0,36.0,score,20201201,PPMC,ace-unit,all,summary,20200901,-1.0
91,q16,Advancement,With respect to advancement in this organization I have opportunities to advance through training courses.,62.0,99.0,76.0,96.0,36.0,score,20201201,PPMC,ace-unit,all,summary,20200901,14.0
92,q17,Physical Safety,I feel safe from crime or violence in my (daily) workspace.,75.0,,75.0,,36.0,score,20201201,PPMC,ace-unit,all,summary,20200901,0.0
93,q18,GME Questions,Faculty in my program participates in educational conferences.,69.0,,,,36.0,score,20201201,PPMC,ace-unit,all,summary,20200901,
94,q19,GME Questions,I feel comfortable speaking up if I am feeling tired while on duty.,25.0,,,,36.0,score,20201201,PPMC,ace-unit,all,summary,20200901,
95,q20,GME Questions,My Program Director is an effective leader.,64.0,,,,36.0,score,20201201,PPMC,ace-unit,all,summary,20200901,
96,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,,,36.0,score,20201201,PPMC,ace-unit,all,summary,20200901,
97,q22,GME Questions,The curriculum is of high educational value.,66.0,,,,36.0,score,20201201,PPMC,ace-unit,all,summary,20200901,
98,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,,,36.0,score,20201201,PPMC,ace-unit,all,summary,20200901,
99,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,,,36.0,score,20201201,PPMC,ace-unit,all,summary,20200901,
125,q0,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,66.0,39.0,35.0,score,20201201,PPMC,radiology,all,summary,20200901,-2.0
126,q1,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,56.0,25.0,35.0,score,20201201,PPMC,radiology,all,summary,20200901,-9.0
127,q2,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,54.0,22.0,35.0,score,20201201,PPMC,radiology,all,summary,20200901,-11.0
128,q3,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,46.0,18.0,35.0,score,20201201,PPMC,radiology,all,summary,20200901,-15.0
129,q4,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,14.0,20.0,35.0,score,20201201,PPMC,radiology,all,summary,20200901,-5.0
130,q5,Personal Burnout,I feel burned out from my work.,32.0,4.0,26.0,8.0,35.0,score,20201201,PPMC,radiology,all,summary,20200901,-6.0
131,q6,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,69.0,,35.0,score,20201201,PPMC,radiology,all,summary,20200901,-6.0
132,q7,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,66.0,43.0,35.0,score,20201201,PPMC,radiology,all,summary,20200901,-2.0
133,q8,Teamwork,Dealing with difficult colleagues is consistently a challenging part of my job.,53.0,78.0,54.0,65.0,35.0,score,20201201,PPMC,radiology,all,summary,20200901,1.0
134,q9,Teamwork,Communication breakdowns are common when this work setting interacts with other work settings.,46.0,85.0,37.0,42.0,35.0,score,20201201,PPMC,radiology,all,summary,20200901,-9.0
135,q10,Safety Climate,I would feel safe being treated here as a patient.,81.0,83.0,94.0,84.0,35.0,score,20201201,PPMC,radiology,all,summary,20200901,13.0
136,q11,Safety Climate,"In this work setting, it is difficult to discuss errors.",65.0,76.0,57.0,39.0,35.0,score,20201201,PPMC,radiology,all,summary,20200901,-8.0
137,q12,Safety Climate,The values of facility leadership are the same values that people in this work setting think are important.,57.0,59.0,51.0,41.0,35.0,score,20201201,PPMC,radiology,all,summary,20200901,-6.0
138,q13,Growth Opportunities,"With respect to the growth opportunities in this work setting, I have the feeling that I can achieve something.",66.0,23.0,49.0,9.0,35.0,score,20201201,PPMC,radiology,all,summary,20200901,-17.0
139,q14,Job Certainty,"With respect to job-related uncertainty about the future in this work setting, I feel certain that I will keep my current job in the next year.",81.0,87.0,82.0,63.0,35.0,score,20201201,PPMC,radiology,all,summary,20200901,1.0
140,q15,Decision Making,With respect to the participation in decision making that I experience here I have a direct influence on my organization's decisions.,40.0,79.0,29.0,39.0,35.0,score,20201201,PPMC,radiology,all,summary,20200901,-11.0
141,q16,Advancement,With respect to advancement in this organization I have opportunities to advance through training courses.,62.0,99.0,38.0,45.0,35.0,score,20201201,PPMC,radiology,all,summary,20200901,-24.0
142,q17,Physical Safety,I feel safe from crime or violence in my (daily) workspace.,75.0,,71.0,,35.0,score,20201201,PPMC,radiology,all,summary,20200901,-4.0
143,q18,GME Questions,Faculty in my program participates in educational conferences.,69.0,,,,35.0,score,20201201,PPMC,radiology,all,summary,20200901,
144,q19,GME Questions,I feel comfortable speaking up if I am feeling tired while on duty.,25.0,,,,35.0,score,20201201,PPMC,radiology,all,summary,20200901,
145,q20,GME Questions,My Program Director is an effective leader.,64.0,,,,35.0,score,20201201,PPMC,radiology,all,summary,20200901,
146,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,,,35.0,score,20201201,PPMC,radiology,all,summary,20200901,
147,q22,GME Questions,The curriculum is of high educational value.,66.0,,,,35.0,score,20201201,PPMC,radiology,all,summary,20200901,
148,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,,,35.0,score,20201201,PPMC,radiology,all,summary,20200901,
149,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,,,35.0,score,20201201,PPMC,radiology,all,summary,20200901,
150,q0,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,63.0,35.0,54.0,score,20201201,PPMC,cupp-pavilion-4-east,all,summary,20200901,-5.0
151,q1,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,65.0,40.0,54.0,score,20201201,PPMC,cupp-pavilion-4-east,all,summary,20200901,0.0
152,q2,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,56.0,25.0,54.0,score,20201201,PPMC,cupp-pavilion-4-east,all,summary,20200901,-9.0
153,q3,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,55.0,29.0,54.0,score,20201201,PPMC,cupp-pavilion-4-east,all,summary,20200901,-6.0
154,q4,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,9.0,18.0,54.0,score,20201201,PPMC,cupp-pavilion-4-east,all,summary,20200901,-10.0
155,q5,Personal Burnout,I feel burned out from my work.,32.0,4.0,26.0,10.0,54.0,score,20201201,PPMC,cupp-pavilion-4-east,all,summary,20200901,-6.0
156,q6,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,75.0,,54.0,score,20201201,PPMC,cupp-pavilion-4-east,all,summary,20200901,0.0
157,q7,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,58.0,27.0,54.0,score,20201201,PPMC,cupp-pavilion-4-east,all,summary,20200901,-10.0
158,q8,Teamwork,Dealing with difficult colleagues is consistently a challenging part of my job.,53.0,78.0,57.0,70.0,54.0,score,20201201,PPMC,cupp-pavilion-4-east,all,summary,20200901,4.0
159,q9,Teamwork,Communication breakdowns are common when this work setting interacts with other work settings.,46.0,85.0,50.0,72.0,54.0,score,20201201,PPMC,cupp-pavilion-4-east,all,summary,20200901,4.0
160,q10,Safety Climate,I would feel safe being treated here as a patient.,81.0,83.0,64.0,25.0,54.0,score,20201201,PPMC,cupp-pavilion-4-east,all,summary,20200901,-17.0
161,q11,Safety Climate,"In this work setting, it is difficult to discuss errors.",65.0,76.0,68.0,62.0,54.0,score,20201201,PPMC,cupp-pavilion-4-east,all,summary,20200901,3.0
162,q12,Safety Climate,The values of facility leadership are the same values that people in this work setting think are important.,57.0,59.0,63.0,62.0,54.0,score,20201201,PPMC,cupp-pavilion-4-east,all,summary,20200901,6.0
163,q13,Growth Opportunities,"With respect to the growth opportunities in this work setting, I have the feeling that I can achieve something.",66.0,23.0,75.0,55.0,54.0,score,20201201,PPMC,cupp-pavilion-4-east,all,summary,20200901,9.0
164,q14,Job Certainty,"With respect to job-related uncertainty about the future in this work setting, I feel certain that I will keep my current job in the next year.",81.0,87.0,77.0,47.0,54.0,score,20201201,PPMC,cupp-pavilion-4-east,all,summary,20200901,-4.0
165,q15,Decision Making,With respect to the participation in decision making that I experience here I have a direct influence on my organization's decisions.,40.0,79.0,37.0,55.0,54.0,score,20201201,PPMC,cupp-pavilion-4-east,all,summary,20200901,-3.0
166,q16,Advancement,With respect to advancement in this organization I have opportunities to advance through training courses.,62.0,99.0,83.0,98.0,54.0,score,20201201,PPMC,cupp-pavilion-4-east,all,summary,20200901,21.0
167,q17,Physical Safety,I feel safe from crime or violence in my (daily) workspace.,75.0,,47.0,,54.0,score,20201201,PPMC,cupp-pavilion-4-east,all,summary,20200901,-28.0
168,q18,GME Questions,Faculty in my program participates in educational conferences.,69.0,,,,54.0,score,20201201,PPMC,cupp-pavilion-4-east,all,summary,20200901,
169,q19,GME Questions,I feel comfortable speaking up if I am feeling tired while on duty.,25.0,,0.0,,54.0,score,20201201,PPMC,cupp-pavilion-4-east,all,summary,20200901,-25.0
170,q20,GME Questions,My Program Director is an effective leader.,64.0,,20.0,,54.0,score,20201201,PPMC,cupp-pavilion-4-east,all,summary,20200901,-44.0
171,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,,,54.0,score,20201201,PPMC,cupp-pavilion-4-east,all,summary,20200901,
172,q22,GME Questions,The curriculum is of high educational value.,66.0,,,,54.0,score,20201201,PPMC,cupp-pavilion-4-east,all,summary,20200901,
173,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,20.0,,54.0,score,20201201,PPMC,cupp-pavilion-4-east,all,summary,20200901,-56.0
174,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,,,54.0,score,20201201,PPMC,cupp-pavilion-4-east,all,summary,20200901,
175,q0,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,67.0,43.0,120.0,score,20201201,PPMC,or-periop-endoscopy,all,summary,20200901,-1.0
176,q1,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,62.0,35.0,120.0,score,20201201,PPMC,or-periop-endoscopy,all,summary,20200901,-3.0
177,q2,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,55.0,23.0,120.0,score,20201201,PPMC,or-periop-endoscopy,all,summary,20200901,-10.0
178,q3,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,50.0,25.0,120.0,score,20201201,PPMC,or-periop-endoscopy,all,summary,20200901,-11.0
179,q4,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,27.0,36.0,120.0,score,20201201,PPMC,or-periop-endoscopy,all,summary,20200901,8.0
180,q5,Personal Burnout,I feel burned out from my work.,32.0,4.0,40.0,40.0,120.0,score,20201201,PPMC,or-periop-endoscopy,all,summary,20200901,8.0
181,q6,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,75.0,,120.0,score,20201201,PPMC,or-periop-endoscopy,all,summary,20200901,0.0
182,q7,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,68.0,50.0,120.0,score,20201201,PPMC,or-periop-endoscopy,all,summary,20200901,0.0
183,q8,Teamwork,Dealing with difficult colleagues is consistently a challenging part of my job.,53.0,78.0,42.0,43.0,120.0,score,20201201,PPMC,or-periop-endoscopy,all,summary,20200901,-11.0
184,q9,Teamwork,Communication breakdowns are common when this work setting interacts with other work settings.,46.0,85.0,45.0,61.0,120.0,score,20201201,PPMC,or-periop-endoscopy,all,summary,20200901,-1.0
185,q10,Safety Climate,I would feel safe being treated here as a patient.,81.0,83.0,83.0,64.0,120.0,score,20201201,PPMC,or-periop-endoscopy,all,summary,20200901,2.0
186,q11,Safety Climate,"In this work setting, it is difficult to discuss errors.",65.0,76.0,60.0,46.0,120.0,score,20201201,PPMC,or-periop-endoscopy,all,summary,20200901,-5.0
187,q12,Safety Climate,The values of facility leadership are the same values that people in this work setting think are important.,57.0,59.0,54.0,44.0,120.0,score,20201201,PPMC,or-periop-endoscopy,all,summary,20200901,-3.0
